step,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,action_0,action_1,action_2,action_3,action_4,action_5,reward,done
15,-0.04601943492889404,0.5761210322380066,0.954001247882843,0.24674353003501892,-0.18560291826725006,-0.9283815622329712,-0.4373425543308258,-0.12091413140296936,0.13355635106563568,-0.32109737396240234,0.21429233253002167,-2.2352771759033203,-5.067972660064697,5.3356781005859375,-1.473354458808899,-5.223256587982178,-3.227961301803589,0.39040660858154297,0.9987432956695557,0.8064448833465576,0.7050890922546387,0.557664155960083,0.7359747886657715,-1.0905859470367432,False
16,-0.09420108795166016,0.6114708185195923,0.7838816046714783,0.23658105731010437,0.02720499411225319,-0.8865299820899963,-0.7535654306411743,-0.03640083596110344,-1.168933391571045,-1.450507640838623,-0.7071292400360107,-3.386996030807495,4.2273030281066895,3.743166923522949,3.589844226837158,-6.742191791534424,6.202465057373047,-0.555469274520874,0.2643859386444092,0.9448621273040771,0.47240376472473145,0.18688154220581055,0.25727295875549316,-1.1687736511230469,False
17,-0.1433303952217102,0.5273162722587585,0.5002983808517456,0.48508819937705994,0.4997332990169525,-0.7511239051818848,-1.027771234512329,0.3552078902721405,-1.8343315124511719,-1.2716752290725708,-0.06457284837961197,-9.269766807556152,5.169878005981445,13.682798385620117,1.4855599403381348,-3.654928207397461,7.3570122718811035,0.050553083419799805,-0.8165886402130127,0.46659135818481445,0.4210164546966553,-0.5250012874603271,0.18235349655151367,-0.635818600654602,False
18,-0.20019438862800598,0.4009934365749359,0.36517295241355896,0.667163074016571,0.6101515889167786,-0.4545966386795044,-1.2298803329467773,0.3737630248069763,-0.3559418320655823,-1.1258918046951294,-4.0297465324401855,3.2082035541534424,0.16325967013835907,-6.681636333465576,7.321994781494141,-1.6539685726165771,-6.5012125968933105,0.003901958465576172,0.2988474369049072,-0.9126944541931152,0.8492040634155273,-0.6282541751861572,0.44623470306396484,-1.0194908380508423,False
19,-0.2888246476650238,0.28024399280548096,0.4648052752017975,0.7595942616462708,0.05951280891895294,-0.19200757145881653,-1.2169747352600098,0.19852015376091003,-0.07408136129379272,-1.7860758304595947,-3.10644793510437,7.478002548217773,-5.640565872192383,-10.290754318237305,6.535857200622559,-2.237150192260742,1.503040075302124,0.45168304443359375,0.2183833122253418,0.45093846321105957,-0.7899186611175537,0.16468477249145508,-0.24672603607177734,-0.552801251411438,False
20,-0.3568730354309082,0.1471051126718521,0.7522710561752319,0.5095556378364563,-0.27840590476989746,-0.13924665749073029,-0.9061287045478821,-0.02130083553493023,-1.157909870147705,-1.0787419080734253,-3.3759026527404785,4.80515718460083,-3.792240858078003,-4.248549938201904,1.1613959074020386,6.920583724975586,-6.991034507751465,-0.9904210567474365,0.03138375282287598,0.2888057231903076,0.26998448371887207,-0.10527157783508301,0.8710043430328369,-1.4213215112686157,False
21,-0.37538912892341614,0.04239014908671379,0.6719309091567993,0.47944509983062744,-0.29978612065315247,-0.09282359480857849,-1.0699492692947388,0.3233919143676758,-2.191286563873291,0.29993128776550293,0.25015193223953247,-4.828951835632324,-3.3103179931640625,4.750768184661865,-2.104386806488037,-7.473576545715332,16.828590393066406,0.781440258026123,0.7742714881896973,0.06049704551696777,0.7032721042633057,0.22916769981384277,-0.857083797454834,-1.7849079370498657,False
22,-0.35668906569480896,0.012466820888221264,0.5208483338356018,0.4659710228443146,-0.3071155250072479,-0.02202451415359974,-1.1182546615600586,0.2897860109806061,-1.7911207675933838,0.6765961050987244,-1.061323642730713,-2.4390017986297607,3.6820011138916016,-4.006261825561523,5.898128032684326,1.4218101501464844,-13.561914443969727,0.47890162467956543,-0.4007699489593506,0.8026673793792725,0.6591618061065674,0.32175588607788086,-0.6694839000701904,-1.1799075603485107,False
23,-0.3108339309692383,-0.03838702663779259,0.6180867552757263,0.3271748721599579,-0.2417948842048645,0.21159113943576813,-0.8702815175056458,-0.5376859903335571,0.23763759434223175,1.4810190200805664,-1.2388001680374146,4.674201011657715,-5.536036968231201,3.856865882873535,4.703786849975586,-11.254613876342773,20.39077377319336,0.29311347007751465,0.19508957862854004,-0.47567200660705566,0.7334153652191162,-0.1314988136291504,0.15874528884887695,-0.9220288395881653,False
24,-0.2907048761844635,-0.060665395110845566,0.7738954424858093,0.28682881593704224,-0.3535040020942688,0.3676539957523346,-1.1593494415283203,0.42721977829933167,-0.3306693136692047,0.4619004726409912,-3.3424792289733887,5.503660202026367,1.9496551752090454,-6.211594581604004,4.457050800323486,1.9695898294448853,12.522113800048828,-0.9827783107757568,-0.7771270275115967,0.8327991962432861,0.2391500473022461,-0.5558397769927979,0.593041181564331,-0.9038469195365906,False
25,-0.24451112747192383,-0.0826832577586174,0.8647130131721497,0.05083964392542839,-0.09212317317724228,0.5503373146057129,-0.9667894244194031,0.28406810760498047,-0.8044833540916443,-0.24930867552757263,2.467954635620117,-3.798102855682373,-7.507289886474609,12.95957088470459,2.002319574356079,0.39691609144210815,-0.2661605775356293,-0.34128832817077637,-0.31406354904174805,0.10716366767883301,0.8901686668395996,0.6947314739227295,0.8692827224731445,-1.0611751079559326,False
26,-0.22266799211502075,0.006452188827097416,0.6101189851760864,-0.12046829611063004,0.3990783095359802,0.6998216509819031,-0.9498153328895569,0.5033069252967834,-1.241672158241272,0.2464979887008667,2.9380035400390625,-5.589241981506348,-2.201490879058838,7.775102615356445,-3.7731194496154785,14.656807899475098,-9.400130271911621,-0.8860464096069336,-0.8507914543151855,-0.6391479969024658,-0.028548717498779297,0.1799616813659668,0.33062028884887695,-0.7886239886283875,False
27,-0.17793381214141846,0.15579216182231903,0.28937390446662903,-0.2603771388530731,0.6713922023773193,0.6347437500953674,-0.5837485194206238,0.3580148220062256,-1.2494993209838867,0.3812481760978699,3.7724199295043945,-7.15866756439209,-4.577584266662598,4.215671539306641,-1.5818521976470947,3.7854228019714355,1.1750011444091797,-0.8025236129760742,0.24328374862670898,0.03977203369140625,-0.10140752792358398,-0.2785608768463135,0.61155104637146,-1.0274240970611572,False
28,-0.14031881093978882,0.2928461730480194,-0.24337509274482727,-0.1759544014930725,0.7922151684761047,0.7098273038864136,-0.5914705395698547,0.39824551343917847,-1.114945888519287,-0.24025440216064453,2.485496997833252,-12.501412391662598,4.586115837097168,1.6429407596588135,0.719535768032074,1.345046877861023,-4.379888534545898,-0.012380361557006836,0.9535236358642578,-0.44760560989379883,-0.06090712547302246,-0.7143514156341553,-0.2973291873931885,-1.028964877128601,False
29,-0.13245320320129395,0.33226272463798523,-0.5307905673980713,0.04517766460776329,0.4852387607097626,0.6712076663970947,-0.5208726525306702,0.23297825455665588,0.4346168637275696,1.540913462638855,2.5165600776672363,-0.8253990411758423,0.9416146278381348,-11.108132362365723,-6.354968070983887,2.8152947425842285,-2.80582857131958,0.6065726280212402,0.06301689147949219,0.2971041202545166,-0.15857911109924316,-0.2852439880371094,-0.46666598320007324,0.30231672525405884,False
30,-0.06867295503616333,0.3290097713470459,-0.22750645875930786,-0.2146957665681839,0.12227456271648407,0.6421987414360046,-0.42012327909469604,-0.14442741870880127,-0.1996968537569046,-0.36302781105041504,-2.4714481830596924,13.843624114990234,-11.055716514587402,-4.355013370513916,0.9074608683586121,3.0923285484313965,-10.408766746520996,-0.6920442581176758,-0.7410995960235596,-0.9905805587768555,0.7109935283660889,0.06560540199279785,0.16722583770751953,0.38418734073638916,False
31,-0.041507065296173096,0.34298771619796753,0.12632311880588531,-0.5259509086608887,-0.30071350932121277,0.7288512587547302,-0.5661166310310364,-0.4660225212574005,-0.43271374702453613,-0.7865269184112549,0.24637338519096375,5.465049743652344,-7.49398946762085,-7.456939220428467,1.8302242755889893,-2.0193729400634766,-5.410859107971191,-0.48897457122802734,0.8568618297576904,0.9913308620452881,0.538724422454834,0.5012011528015137,-0.2900111675262451,-0.591006875038147,False
32,-0.04282963275909424,0.34464031457901,0.02248590812087059,-0.5162790417671204,-0.3290855288505554,0.6876919269561768,-0.6055322885513306,-0.41619598865509033,-0.6683287620544434,0.11704584956169128,-0.6193053722381592,-4.307019233703613,4.945220947265625,3.42144513130188,-1.012825846672058,1.6192524433135986,-0.8795106410980225,-0.14777255058288574,-0.15413308143615723,-0.652414083480835,0.49654293060302734,0.873894453048706,0.5886168479919434,-0.6722520589828491,False
33,-0.08317643404006958,0.2973446249961853,-0.14883609116077423,-0.2733946144580841,-0.320865660905838,0.5878192782402039,-0.39334046840667725,-0.28701478242874146,0.03145604580640793,0.11318552494049072,-1.2510141134262085,-6.212858200073242,7.365760326385498,-2.2915186882019043,0.8256677985191345,3.9681129455566406,4.355720043182373,-0.798032283782959,0.5406327247619629,0.4326314926147461,0.00467228889465332,0.4648323059082031,0.45010828971862793,-0.875590980052948,False
34,-0.15433663129806519,0.18809691071510315,-0.5739906430244446,0.24074684083461761,-0.2887599766254425,0.5764110088348389,-0.12992426753044128,0.0758199468255043,-0.1309938281774521,-1.0525325536727905,-4.860860347747803,-5.9506306648254395,11.943032264709473,0.9495041966438293,2.2499337196350098,2.251668691635132,11.255179405212402,-0.7518928050994873,0.8945088386535645,-0.45879650115966797,-0.40970849990844727,0.10333919525146484,-0.634329080581665,0.3717224597930908,False
35,-0.16218268871307373,-0.07549724727869034,-0.5291704535484314,0.6512302756309509,-0.35388514399528503,0.6098426580429077,0.30124568939208984,0.10306627303361893,0.7348332405090332,-0.6922099590301514,-4.768941879272461,-2.159353017807007,7.440885543823242,7.039994239807129,-0.4577462077140808,14.456857681274414,-8.729804039001465,0.9243853092193604,0.11389851570129395,-0.190260648727417,-0.5356764793395996,-0.41325855255126953,0.6218712329864502,0.3207688331604004,False
36,-0.176535964012146,-0.27268514037132263,-0.2926783859729767,0.8053082227706909,-0.2591511011123657,0.5181625485420227,0.592395007610321,0.3749956786632538,0.5126546025276184,0.5412020683288574,-2.524070978164673,10.000608444213867,-0.6595024466514587,-2.264934778213501,-3.728158473968506,-1.1853114366531372,16.557697296142578,-0.7447009086608887,0.36708807945251465,-0.3445107936859131,-0.5144271850585938,-0.15327835083007812,0.596531867980957,0.28932374715805054,False
37,-0.1258818507194519,-0.24001972377300262,-0.11698784679174423,0.7921249270439148,-0.33101388812065125,0.29732799530029297,0.8771234154701233,0.19824010133743286,1.591200590133667,0.39580100774765015,0.9527358412742615,0.12621363997459412,-0.12776361405849457,-0.5773549675941467,-3.9953675270080566,4.336123943328857,-3.8555564880371094,0.5511398315429688,-0.25830936431884766,0.7319526672363281,0.22997021675109863,0.883826494216919,-0.1598343849182129,0.4384167194366455,False
38,-0.0831524133682251,-0.18758563697338104,0.19461414217948914,0.39614272117614746,-0.1045336052775383,0.2321382313966751,0.8685883283615112,0.030001988634467125,1.0825786590576172,0.5878209471702576,1.4539915323257446,7.798405647277832,-10.584518432617188,7.344958305358887,-1.8720868825912476,-0.29994335770606995,-4.336216449737549,-0.2189617156982422,0.18947482109069824,-0.7029299736022949,0.07373952865600586,0.38451099395751953,0.3235626220703125,0.9593161940574646,False
39,-0.09110766649246216,-0.1762075424194336,0.3433820307254791,0.3472348153591156,-0.1391761302947998,0.26789534091949463,0.8722525238990784,-0.10230220854282379,0.11562427133321762,-0.17025673389434814,0.25633421540260315,2.2806453704833984,2.285755157470703,-5.319696426391602,0.6774321794509888,-0.3849676549434662,0.5608449578285217,-0.3737366199493408,0.5466001033782959,0.6526002883911133,-0.2626953125,-0.39226651191711426,0.8060529232025146,0.22920109331607819,False
40,-0.12494093179702759,-0.14905934035778046,0.33545011281967163,0.5067992210388184,-0.1670399010181427,0.21307724714279175,0.499106228351593,0.5999093055725098,-0.6327316761016846,-0.551135241985321,1.0540109872817993,-5.022017478942871,7.729287624359131,1.7668755054473877,0.8222734928131104,-8.469318389892578,12.059255599975586,0.00522613525390625,-0.20005559921264648,0.3498523235321045,0.739229679107666,-0.16430211067199707,0.3687150478363037,0.5438097715377808,False
41,-0.18286806344985962,-0.14188222587108612,0.15382526814937592,0.7654852867126465,0.05817446857690811,0.4554370045661926,0.45550471544265747,-0.02483038604259491,0.6525409817695618,-0.25693488121032715,-0.5046558976173401,0.4650712013244629,0.06853312253952026,7.387054443359375,7.653844833374023,-7.270453453063965,-5.657278060913086,0.3778417110443115,-0.48227858543395996,-0.74607253074646,0.5629961490631104,-0.023288249969482422,0.6622087955474854,0.5718047618865967,False
42,-0.2169337272644043,-0.1576172113418579,0.33340516686439514,0.6585845351219177,0.169559508562088,0.7207886576652527,0.050662506371736526,0.11179795861244202,1.586808204650879,-0.746120810508728,1.4231997728347778,1.5607656240463257,-0.3331480622291565,-2.9366188049316406,-4.348077774047852,-2.0241503715515137,9.288336753845215,-0.10733938217163086,0.7054221630096436,-0.1903374195098877,0.5896944999694824,0.8775489330291748,0.38905835151672363,0.051999032497406006,False
43,-0.2627127766609192,-0.24295152723789215,0.4826958179473877,0.8048588633537292,-0.057685736566782,0.624510645866394,0.2173265516757965,0.49789291620254517,0.9014843106269836,-0.9606685042381287,-1.4974536895751953,2.6221346855163574,4.724242210388184,-5.801482677459717,-5.27489709854126,6.350671291351318,9.663368225097656,0.9740376472473145,-0.10411572456359863,0.7903554439544678,-0.19341373443603516,0.5852410793304443,-0.33174562454223633,1.0657097101211548,False
44,-0.20138579607009888,-0.29478418827056885,0.8552790880203247,0.45739462971687317,0.10084531456232071,0.4228210151195526,0.9420866966247559,0.01433444581925869,2.1040287017822266,1.2099030017852783,-3.4102933406829834,9.019420623779297,-6.366445541381836,5.203410625457764,1.4925154447555542,14.22905158996582,-14.49350357055664,0.27237367630004883,-0.4182722568511963,0.21508502960205078,0.9230444431304932,-0.8337223529815674,-0.6343920230865479,1.4206633567810059,False
45,-0.17311686277389526,-0.17270183563232422,1.041743278503418,0.021980252116918564,0.46733713150024414,0.7379969954490662,0.3190633952617645,-0.1656550019979477,1.229588270187378,0.3692391514778137,2.199054002761841,-1.4184867143630981,-6.864983081817627,10.40645980834961,3.477459669113159,-9.904227256774902,-7.328191757202148,0.9162271022796631,-0.4019896984100342,-0.13474059104919434,-0.031742095947265625,-0.3267686367034912,-0.6514275074005127,0.3361856937408447,False
46,-0.10565733909606934,-0.0459756962954998,1.000461220741272,-0.33576950430870056,0.7387809157371521,0.49184274673461914,0.1784709393978119,-0.37153783440589905,0.6447913646697998,0.4532548189163208,6.35396146774292,-1.8489857912063599,-4.2352166175842285,-6.833072185516357,-10.914251327514648,-8.029731750488281,11.328954696655273,-0.04293227195739746,0.053529977798461914,0.4885098934173584,-0.797654390335083,0.6084206104278564,0.36124539375305176,0.1296388804912567,False
47,-0.08535748720169067,0.08878394961357117,1.0325593948364258,-0.5949209332466125,0.6356869339942932,0.030506020411849022,0.010338702239096165,0.16772103309631348,0.4701886773109436,1.4147248268127441,0.6505164504051208,2.3233935832977295,-5.194035053253174,0.6009267568588257,-9.648747444152832,0.09636688977479935,11.802741050720215,0.6018283367156982,-0.12215709686279297,-0.9257042407989502,0.5132431983947754,0.09616398811340332,0.28690433502197266,-0.5428497195243835,False
48,-0.022847771644592285,0.07614535093307495,1.0557301044464111,-0.6049190163612366,0.371283620595932,-0.01610860787332058,-0.1351645290851593,0.3821767568588257,0.41884201765060425,0.4640841484069824,-0.33222293853759766,0.49499019980430603,0.5443791151046753,-9.083944320678711,-0.2661042809486389,2.593090534210205,-9.28686809539795,-0.97145676612854,-0.008949995040893555,-0.49717116355895996,0.19100427627563477,0.5329856872558594,-0.11842155456542969,-0.4458998441696167,False
49,0.028898656368255615,0.09884976595640182,0.8723865747451782,-0.3732406198978424,-0.11728846281766891,-0.11249418556690216,0.16340988874435425,-0.227295383810997,-1.4127376079559326,0.9260913133621216,-1.009795904159546,-6.1123785972595215,7.383636474609375,-8.976445198059082,0.7416164875030518,7.11782693862915,-14.397321701049805,-0.6119987964630127,0.04380083084106445,-0.28907275199890137,0.08008623123168945,-0.579902172088623,0.9107728004455566,-0.8470970392227173,False
50,0.044196486473083496,0.17082259058952332,0.3037465512752533,0.0361749604344368,-0.3522389531135559,-0.08228696882724762,-0.1194075420498848,-0.03630158677697182,-1.6627496480941772,-0.4470614492893219,2.0912089347839355,-11.916908264160156,2.2915914058685303,8.027743339538574,2.4770967960357666,-15.120012283325195,17.072147369384766,-0.4180154800415039,-0.23161745071411133,-0.1540977954864502,-0.984306812286377,0.33153796195983887,-0.8500123023986816,-1.2146532535552979,False
51,0.046150147914886475,0.2806920111179352,-0.3315002918243408,0.14727871119976044,-0.01022759173065424,-0.32386165857315063,-0.11314628273248672,0.018020963296294212,-1.2789725065231323,-0.2407090812921524,1.33138906955719,-11.756102561950684,0.5855806469917297,6.952877044677734,-6.475207805633545,9.192237854003906,-11.444276809692383,-0.398237943649292,0.18818926811218262,-0.566882848739624,-0.8288044929504395,0.7959284782409668,0.9101359844207764,-1.4681541919708252,False
52,0.028292715549468994,0.30512532591819763,-0.5477989315986633,0.02298574149608612,0.008764219470322132,-0.8034189343452454,0.41812965273857117,-0.06992776691913605,-0.1504615694284439,1.3500202894210815,2.5189263820648193,-3.578728199005127,-0.9816523790359497,-7.191675662994385,-13.032172203063965,9.202628135681152,5.975309371948242,0.16344690322875977,0.6603600978851318,-0.6258199214935303,0.12496590614318848,-0.6378738880157471,0.18399357795715332,-0.4085181951522827,False
53,0.013392806053161621,0.15549150109291077,-0.2822364270687103,-0.1141563206911087,-0.46508294343948364,-0.7641693353652954,0.26593729853630066,0.4852314591407776,0.29175639152526855,-1.4967021942138672,-2.973788022994995,4.544983386993408,-2.716413736343384,-4.034743309020996,0.5061559677124023,-6.2825703620910645,14.910420417785645,-0.4578993320465088,0.5370361804962158,0.8466191291809082,-0.6573984622955322,-0.9240744113922119,0.5167086124420166,-1.0722670555114746,False
54,0.004480183124542236,0.13452832400798798,-0.37460777163505554,-0.20241869986057281,0.08583124727010727,-0.8506295084953308,0.11531178653240204,0.3632794916629791,-0.704078733921051,-2.346752643585205,-3.168642997741699,-0.8874331116676331,-1.8782002925872803,15.808177947998047,1.854860544204712,-10.122597694396973,4.44997501373291,-0.23730254173278809,-0.40993523597717285,0.801224946975708,0.5560445785522461,-0.4346296787261963,0.8338966369628906,-0.5560659766197205,False
55,-0.0858604907989502,0.07558310031890869,-0.4708656966686249,-0.3774566352367401,0.8305661082267761,-0.6392361521720886,-0.5176611542701721,0.4073231816291809,-0.4669020175933838,-0.22719232738018036,-1.551774263381958,6.8155927658081055,0.45225000381469727,-10.453604698181152,4.445715427398682,-13.121262550354004,-0.2214277982711792,-0.8269233703613281,-0.24280977249145508,0.025934934616088867,-0.8606467247009277,0.32526588439941406,-0.39649105072021484,-0.3370909094810486,False
56,-0.10781168937683105,0.18027544021606445,-0.5216119289398193,-0.15671207010746002,0.1759491264820099,-0.8883230686187744,-0.5981924533843994,-0.021957064047455788,-1.4069859981536865,-0.13279107213020325,0.48230913281440735,5.332324028015137,-4.057282447814941,-8.06408977508545,-3.1758220195770264,-0.24875697493553162,-12.818645477294922,0.9240624904632568,-0.5687253475189209,0.06047987937927246,0.4037294387817383,-0.4338986873626709,-0.35346031188964844,0.45595788955688477,False
57,-0.10128062963485718,0.24634142220020294,-0.08161721378564835,-0.677022397518158,-0.10984043776988983,-0.9355150461196899,-0.8491199016571045,-0.45806899666786194,0.9927098751068115,-0.649538516998291,1.0240281820297241,16.11415672302246,-17.070283889770508,-5.052967548370361,1.7184652090072632,-17.539676666259766,15.185823440551758,-0.9538724422454834,-0.014391422271728516,-0.26836276054382324,-0.5915384292602539,0.9256236553192139,0.8505158424377441,-0.31901803612709045,False
58,-0.16761106252670288,0.19506248831748962,0.025672944262623787,-0.5624750256538391,-0.31211450695991516,-1.0566401481628418,-1.1916162967681885,0.3267876207828522,-0.9058656096458435,-1.7545886039733887,-5.390085220336914,-2.529104471206665,7.772392749786377,7.4008331298828125,2.2770559787750244,3.776677131652832,8.865194320678711,0.9604165554046631,0.8162927627563477,0.3455772399902344,-0.2519090175628662,0.07582569122314453,-0.018784761428833008,-0.9093317985534668,False
59,-0.20273488759994507,0.12026342749595642,-0.13706299662590027,0.006298779975622892,-0.42120039463043213,-1.00175142288208,-0.8946948051452637,0.47186145186424255,1.115613341331482,0.49211591482162476,-0.5507582426071167,-4.3135457038879395,8.41981315612793,6.638318061828613,0.4916471838951111,8.414118766784668,-1.9111825227737427,-0.3224163055419922,-0.8575053215026855,0.1350259780883789,-0.36039280891418457,0.8800921440124512,-0.4782395362854004,-0.8204585313796997,False
