iter,down_reward,up_reward,down_cos,up_cos,down_mse,up_mse
0,-0.38409395592666185,-0.239881271629912,-0.007643660963210506,-0.007350295193749799,0.010373120154792565,0.01309871843078606
1,-0.16861484364008567,-0.2524519318069469,-0.007248891030117672,-0.00597973224617216,0.006521800077010957,0.013709123701501135
2,-0.37611515809528806,-0.22180381947488303,-0.006231594964437354,-0.00465145294592377,0.011549816706413016,0.013568369586327466
3,-0.2855689883979079,-0.23034146108895048,-0.005368639199341398,-0.003156343215303586,0.008682635927711476,0.01112669560468928
4,-0.16269119903527685,-0.2645743403354544,-0.005062154731162886,-0.00175336867421068,0.003294456056689652,0.014316469618856449
5,-0.24653617857448257,-0.4285068128393517,-0.0044165238142602975,0.0006897470811868961,0.006866762456161392,0.018453867530041156
6,-0.20303701010650718,-0.15953029253658316,-0.0037926518411942767,0.001411333690447835,0.004458880470930221,0.009102460280902936
7,-0.1521452826607529,-0.30779592303703807,-0.0034828690292330222,0.0031944840865972485,0.0032072628962951967,0.016448015562752535
8,-0.14135953948656355,-0.15651488967773872,-0.00320586483124984,0.004165231139705584,0.003550169718259756,0.010365450128895299
9,-0.2647078820509208,-0.4970560536395411,-0.002661365756363093,0.008022514811331198,0.008781449091129847,0.023396053542734878
10,-0.2199795372641836,-0.29337916583783585,-0.002053648664191358,0.009556916598369903,0.0060462343591851766,0.013878313856175611
11,-0.19047028716892225,-0.16275322868520714,-0.0017117840785862046,0.010242918073730706,0.004081120773423637,0.00992888263285764
12,-0.19225139230115013,-0.2373630959561976,-0.001276860435339328,0.011773129411475899,0.0034121536231294116,0.01265418738647929
13,-0.1851005396893226,-0.3398000896357783,-0.0008828313045259953,0.013873778547170588,0.004528864111868471,0.015807024133347343
14,-0.23754615295707776,-0.24564522870812983,-0.00023292990109696147,0.014651638655148019,0.007352155666482585,0.01081617641276326
15,-0.21538597030948115,-0.3337330044354866,0.00037739246099372767,0.016911466869543413,0.005470143476984612,0.015873723292880844
